gene_idx	gene_name	category	n_train_flipped	cutoff_99th
359	FEOBHI_04775 DUF4889 domain-containing protein	other	1653	6.650882320404054
360	FEOBHI_05615 putative DNA-binding protein	other	1752	3.548783440589905
361	FEOBHI_02325 GCN5-related N-acetyltransferase	other	1626	8.45249605178833
362	FEOBHI_10310 DNA-binding transcriptional regulator, HxlR family	other	1470	4.536859421730041
363	FEOBHI_09765 DNA-binding transcriptional regulator, PadR family	other	1686	7.284026789665224
364	FEOBHI_12400 DUF3784 domain-containing protein	other	1608	7.359176077842716
365	FEOBHI_04735 Staphylococcal protein	other	1650	5.007115025520324
366	FEOBHI_07285 UPF0741 protein SACOL0639	other	1509	4.685925483703613
367	FEOBHI_09230 Spiroplasma plectrovirus-related protein	other	1629	8.289281539916994
368	FEOBHI_09290 DUF3784 domain-containing protein	other	1620	7.364554233551021
369	FEOBHI_00915 Staphylococcal complement inhibitor	other	1638	6.852539892196654
370	FEOBHI_03820 rRNA maturation RNase YbeY	core	1734	3.7989368367195144
371	FEOBHI_04760 cell division regulator GpsB	other	1659	3.839300179481507
372	FEOBHI_04855 Permease	resistance	1620	9.071986303329462
373	FEOBHI_09060 Phage protein	phage	1641	7.564132499694807
374	FEOBHI_11935 Thioredoxin domain-containing protein	other	1731	6.39000964164734
375	FEOBHI_12785 DUF3969 domain-containing protein	other	1713	6.911070880889883
376	FEOBHI_13175 Pathogenicity island protein	other	1683	8.992558155059816
377	FEOBHI_02710 HTH-type transcriptional regulator SarR	other	1731	6.270099782943729
378	FEOBHI_08065 UPF0738 protein SAUSA300_0906	other	1725	4.087205257415771
379	FEOBHI_09875 ribonuclease P protein component	other	1734	3.8072468924522402
380	FEOBHI_10180 Single-stranded DNA-binding protein	other	1677	6.789098472595216
381	FEOBHI_11675 DNA replication initiation control protein YabA	other	1629	3.8948930931091312
382	FEOBHI_12285 DNA-binding transcriptional regulator, ArsR family	other	1626	8.783577919006348
383	FEOBHI_02845 HTH-type transcriptional regulator SarV	other	1848	6.688902716636657
384	FEOBHI_04465 Phage protein	phage	1548	8.988306598663328
385	FEOBHI_05185 Ntox50 domain-containing protein	other	1671	6.395745563507074
386	FEOBHI_05445 30S ribosome-binding factor RbfA	core	1713	5.873699016571044
387	FEOBHI_05590 50S ribosomal protein L19	core	1710	3.3582512688636843
388	FEOBHI_06005 complement inhibitor SCIN-B	other	1647	7.894506473541254
389	FEOBHI_08940 complement inhibitor SCIN-A	other	1638	7.653613820075972
390	FEOBHI_09005 Phage protein	phage	1686	8.22558488845826
391	FEOBHI_10370 Uncharacterized membrane protein	other	1647	5.051771507263181
392	FEOBHI_12480 Imm35 domain-containing protein	other	1653	5.7991999053955094
393	FEOBHI_12955 Imm63 domain-containing protein	other	1740	9.922408523559568
394	FEOBHI_02950 50S ribosomal protein L22	core	1761	4.38842535018921
395	FEOBHI_03710 ribosome silencing factor	core	1740	3.64906450510025
396	FEOBHI_07110 IS30 family ISSau5 transposase ORF B	other	1743	8.282880764007562
397	FEOBHI_09850 DUF3147 domain-containing protein	other	1665	5.594592380523678
398	FEOBHI_10245 ATP synthase protein I	core	1638	7.052150368690479
399	FEOBHI_12830 Putative fluoride ion transporter CrcB	other	1707	6.47438919067383
400	FEOBHI_00870 DUF488 domain-containing protein	other	1632	6.399386577606203
401	FEOBHI_01705 HTH-type transcriptional regulator SarT	other	1704	11.330032415390022
402	FEOBHI_02275 DUF4889 domain-containing protein	other	1833	6.5334059715271
403	FEOBHI_02390 Truncated transposase for IS1272	other	1758	6.692936048507692
404	FEOBHI_02600 Enolase	other	1626	5.760500073432922
405	FEOBHI_03335 50S ribosomal protein L20	core	1569	5.119948329925533
406	FEOBHI_07100 DUF4467 domain-containing protein	other	1719	8.011819849014255
407	FEOBHI_11500 Arsenate reductase or related protein, glutaredoxin family	other	1632	5.180426321029663
408	FEOBHI_00060 Uncharacterized membrane protein	other	1743	6.768875551223753
409	FEOBHI_01145 DUF2294 domain-containing protein	other	1626	6.634093761444092
410	FEOBHI_02135 DUF4467 domain-containing protein	other	1671	6.025983238220212
411	FEOBHI_03005 50S ribosomal protein L18	core	1587	7.440341806411742
412	FEOBHI_08385 Fe-S cluster assembly iron-binding protein IscA	iron_fes	1518	4.720269923210143
413	FEOBHI_09600 Orf1	other	1677	6.356050853729248
414	FEOBHI_10055 Holo-[acyl-carrier-protein] synthase	other	1674	3.611667559146881
415	FEOBHI_12520 DUF4870 domain-containing protein	other	1596	8.170911455154418
416	FEOBHI_04030 Uncharacterized conserved protein YloU, alkaline shock protein (Asp23) family	other	1605	4.544046058654786
417	FEOBHI_04295 Phage protein	phage	1734	7.7140617227554324
418	FEOBHI_05020 large conductance mechanosensitive channel protein MscL	other	1611	4.754946041107182
419	FEOBHI_06875 Phosphotransferase subunit DhaM of the dihydroxyacetone kinase DhaKLM complex, contains PTS-EIIA, HPr, and PEP-utilizing domains	other	1596	7.092511653900144
420	FEOBHI_07405 DUF1806 domain-containing protein	other	1590	5.420952134132375
421	FEOBHI_09025 Phage head-tail adapter protein	phage	1734	8.727915363311778
422	FEOBHI_10040 Endoribonuclease MazF	other	1704	6.17079478263855
423	FEOBHI_10965 DUF2294 domain-containing protein	other	1623	3.724512891769409
424	FEOBHI_01835 Genomic island nu Sa alpha2	other	1578	7.550405225753794
425	FEOBHI_02265 Exported protein	other	1707	6.064963617324849
426	FEOBHI_03045 30S ribosomal protein S13	core	1659	3.460298538208008
427	FEOBHI_05330 DUF963 domain-containing protein	other	1716	6.672667741775511
428	FEOBHI_07365 Protein VraC	other	1659	6.550167102813721
429	FEOBHI_08075 truncated hemoglobin YjbI	other	1596	4.69013652801513
430	FEOBHI_11530 dihydroneopterin aldolase	other	1734	5.572116985321046
431	FEOBHI_12235 Gas vesicle protein YhaH	other	1785	5.445523262023927
432	FEOBHI_12330 HTH deoR-type domain-containing protein	other	1836	6.822367095947272
433	FEOBHI_12375 DNA-binding response regulator	other	1551	8.54325246810913
434	FEOBHI_12835 fluoride efflux transporter CrcB	resistance	1623	5.4022325706481915
435	FEOBHI_00175 YxeA family protein	other	1722	5.950199642181395
436	FEOBHI_02975 50S ribosomal protein L14	core	1584	4.070272803306586
437	FEOBHI_03060 50S ribosomal protein L17	core	1647	4.01416893482208
438	FEOBHI_05260 DNA-binding transcriptional regulator, MerR family	other	1620	5.083454790115356
439	FEOBHI_07335 UPF0382 membrane protein SAOUHSC_00567	other	1569	6.610670795440667
440	FEOBHI_09125 Phage protein	phage	1767	7.490055084228512
441	FEOBHI_04110 Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family	other	1695	6.296397981643674
442	FEOBHI_08165 DUF3899 domain-containing protein	other	1740	9.568307056426995
443	FEOBHI_09115 Acetyltransferase	other	1614	6.604027414321881
444	FEOBHI_10720 Conserved cytoplasmic protein	other	1683	6.657290668487552
445	FEOBHI_12545 5-methylcytosine-specific restriction enzyme a	other	1620	8.342383327484121
446	FEOBHI_00510 DUF4467 domain-containing protein	other	1674	6.407737827301023
447	FEOBHI_03965 Competence protein ComGF	other	1725	9.93007900238037
448	FEOBHI_05670 Uncharacterized conserved protein YloU, alkaline shock protein (Asp23) family	other	1680	3.7274536967277534
449	FEOBHI_07120 global transcriptional regulator SarA	other	1542	9.075759973525882
450	FEOBHI_08365 Acyl-CoA thioesterase PaaI, contains HGG motif	other	1701	4.567331790924072
451	FEOBHI_08310 S1 domain-containing post-transcriptional regulator Ygs	other	1650	4.221232485771179
452	FEOBHI_10775 Glyoxalase	other	1713	6.449739589691161
453	FEOBHI_12815 DUF1433 domain-containing protein	other	1695	8.989245281219475
454	FEOBHI_07340 YwdI family protein	other	1722	6.874837732315062
455	FEOBHI_08910 GntR family transcriptional regulator	other	1536	5.385571455955505
456	FEOBHI_11505 glycine cleavage system protein GcvH	other	1635	4.5815573120117215
457	FEOBHI_12310 penicillinase repressor BlaI	resistance	1617	7.612243270874017
458	FEOBHI_01190 DUF454 domain-containing protein	other	1737	4.025329990386958
459	FEOBHI_02290 DUF1722 domain-containing protein	other	1572	6.586943917274474
460	FEOBHI_07070 TcpE family protein	other	1773	10.717300491333004
461	FEOBHI_08320 Kinase associated B family protein	other	1692	5.684891018867488
462	FEOBHI_08455 DUF1027 domain-containing protein	other	1641	4.005181312561035
463	FEOBHI_10675 aspartate 1-decarboxylase	other	1647	4.8335167503356935
464	FEOBHI_12805 DUF5862 domain-containing protein	other	1665	7.297014694213865
465	FEOBHI_13160 Pathogenicity island protein	other	1635	9.158852634429943
466	FEOBHI_00150 Membrane spanning protein	other	1599	6.623678655624389
467	FEOBHI_02030 flippase GtxA	other	1647	3.9415958309173584
468	FEOBHI_03990 Rhodanese-related sulfurtransferase	iron_fes	1701	6.593290328979492
469	FEOBHI_08675 Staphylococcal protein	other	1656	7.5604218244552746
470	FEOBHI_09085 Phage protein	phage	1605	8.771634445190434
471	FEOBHI_00290 DUF1398 domain-containing protein	other	1599	6.159623718261716
472	FEOBHI_01765 Uncharacterized lipoprotein SAOUHSC_02788	other	1662	8.818399190902705
473	FEOBHI_02915 Membrane protein	other	1686	5.602815222740175
474	FEOBHI_03050 30S ribosomal protein S11	core	1620	3.4603914785385133
475	FEOBHI_04035 transcription antitermination factor NusB	resistance	1698	5.8838683986663805
476	FEOBHI_04365 Phage protein	phage	1575	7.561433715820312
477	FEOBHI_04510 DUF2977 domain-containing protein	other	1674	8.250736751556396
478	FEOBHI_06175 Erythromycin esterase	other	1662	5.983387279510497
479	FEOBHI_08240 UPF0344 protein SAR0931	other	1692	6.333382239341736
480	FEOBHI_13090 5S rRNA maturation ribonuclease M5, contains TOPRIM domain	core	1611	5.953605031967168
481	FEOBHI_00610 type VII secretion system secreted protein EsxC	other	1596	6.366708540916442
482	FEOBHI_00700 DNA-binding protein	other	1605	7.539267673492434
483	FEOBHI_01745 8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	other	1638	7.230305342674254
484	FEOBHI_05385 DUF4115 domain-containing protein	other	1698	4.4069571352005
485	FEOBHI_11570 Cell division protein FtsB	core	1701	3.501568078994751
486	FEOBHI_04235 S24 family peptidase	other	1653	8.53664939880371
487	FEOBHI_04450 DUF3168 domain-containing protein	other	1536	8.139379072189332
488	FEOBHI_06745 Lipoprotein	other	1662	7.127713322639408
489	FEOBHI_08105 transcriptional regulator SpxA	other	1722	3.7820403695106504
490	FEOBHI_09845 DUF3147 domain-containing protein	other	1572	6.771687288284294
491	FEOBHI_11025 8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	other	1818	4.601251225471496
492	FEOBHI_11910 holin-like murein hydrolase modulator CidA	core	1788	5.426212129592889
493	FEOBHI_12170 Conserved domain protein	other	1590	4.892218761444071
494	FEOBHI_12880 arsenate reductase (thioredoxin)	other	1740	6.747180294990539
495	FEOBHI_00505 DUF4064 domain-containing protein	other	1740	6.627753958702085
496	FEOBHI_02995 30S ribosomal protein S8	core	1587	3.6277003145217877
497	FEOBHI_03090 30S ribosomal protein S9	core	1764	3.845933227539062
498	FEOBHI_06485 class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI	other	1659	5.824886817932129
499	FEOBHI_06925 glycerol-3-phosphate cytidylyltransferase	other	1659	3.6100617361068728
500	FEOBHI_04320 DNA-binding protein	other	1605	7.297122955322269
501	FEOBHI_04445 Tail protein	phage	1623	6.047197666168211
502	FEOBHI_04750 DUF1798 domain-containing protein	other	1659	9.331917190551763
503	FEOBHI_04820 Ribonuclease HI	other	1629	6.408507499694826
504	FEOBHI_05765 Glyoxalase superfamily enzyme, putative 3-demethylubiquinone-9 3-methyltransferase	other	1674	5.788553266525269
505	FEOBHI_05900 cell division protein FtsL	core	1644	4.012734391689299
506	FEOBHI_06020 formyl peptide receptor-like 1 inhibitory protein	other	1557	7.451400184631349
507	FEOBHI_07035 EamA-like transporter family protein	other	1713	6.216852989196761
508	FEOBHI_08855 ORF133	other	1650	9.493162431716918
509	FEOBHI_11565 S1 domain-containing RNA-binding protein	other	1626	4.569065093994141
510	FEOBHI_11820 HTH-type transcriptional regulator rot	other	1686	5.4706394433975305
511	FEOBHI_13060 sarA expression modulator MsaC	other	1614	9.784990472793549
512	FEOBHI_00695 DUF772 domain-containing protein	other	1656	5.38143358230591
513	FEOBHI_00715 D-ribose pyranase	other	1677	6.332755146026612
514	FEOBHI_03825 cytidine deaminase	other	1653	6.025814590454102
515	FEOBHI_07590 Mini-ribonuclease 3	other	1731	3.812028193473816
516	FEOBHI_09015 DUF3168 domain-containing protein	other	1620	7.970786428451538
517	FEOBHI_09020 Bacteriophage protein	phage	1593	7.370624847412091
518	FEOBHI_09130 RusA family crossover junction endodeoxyribonuclease	other	1680	8.39684539794922
519	FEOBHI_10205 F0F1 ATP synthase subunit epsilon	core	1689	4.589887142181396
520	FEOBHI_00105 UPF0355 protein MW0363	other	1728	6.495581254959108
521	FEOBHI_01415 DUF4064 domain-containing protein	other	1722	6.907813262939452
522	FEOBHI_02740 urease subunit beta	other	1668	7.184219222068786
523	FEOBHI_03895 Ferric uptake regulation protein	other	1713	6.28384843826294
524	FEOBHI_11930 Acyl-CoA thioesterase FadM	other	1656	7.158619618415838
525	FEOBHI_07520 30S ribosomal protein S12	core	1626	6.5726460218429565
526	FEOBHI_08690 Conserved domain protein	other	1581	6.555651378631593
527	FEOBHI_10395 putative thiol-disulfide oxidoreductase YuxK, DCC family	other	1695	6.531065111160276
528	FEOBHI_11135 Nucleotide-binding universal stress protein, UspA family	other	1704	4.635324125289919
529	FEOBHI_01655 Uncharacterized conserved protein YdaT	other	1539	7.668335380554193
530	FEOBHI_03150 HTH-type transcriptional regulator AdhR	other	1707	7.689832324981713
531	FEOBHI_07170 DUF1934 domain-containing protein	other	1575	3.7487481212615967
532	FEOBHI_09070 Phage transcriptional regulator	phage	1533	8.57779140472413
533	FEOBHI_10635 DUF1440 domain-containing protein	other	1638	6.224766459465026
534	FEOBHI_00360 multidrug efflux transporter transcriptional repressor MepR	resistance	1644	6.087632288932796
535	FEOBHI_01810 DUF1433 domain-containing protein	other	1758	6.3960046386718785
536	FEOBHI_01815 DUF1433 domain-containing protein	other	1614	6.58531307220458
537	FEOBHI_02440 DUF3209 domain-containing protein	other	1590	5.932112193107601
538	FEOBHI_06260 DUF4064 domain-containing protein	other	1668	6.273805809020986
539	FEOBHI_06575 6-carboxytetrahydropterin synthase QueD	other	1623	5.198339252471921
540	FEOBHI_07835 DNA-binding transcriptional regulator, MarR family	other	1587	6.959915504455565
541	FEOBHI_10270 Low molecular weight protein-tyrosine-phosphatase PtpB	other	1623	4.166114253997797
542	FEOBHI_12295 DNA-binding transcriptional regulator, MarR family	other	1491	7.478792858123763
543	FEOBHI_01805 DUF1433 domain-containing protein	other	1797	6.8709469032287585
544	FEOBHI_01820 Alkylhydroperoxidase family enzyme, contains CxxC motif	other	1818	5.765398468971252
545	FEOBHI_02255 Small heat shock protein IbpA, HSP20 family	other	1608	5.428578834533694
546	FEOBHI_02280 General stress protein 26 (function unknown)	other	1653	6.536752281188965
547	FEOBHI_02675 DUF4870 domain-containing protein	other	1461	7.848091506958013
548	FEOBHI_03545 DNA-binding transcriptional regulator, IscR family	resistance	1602	4.490082774162293
549	FEOBHI_06660 DUF296 domain-containing protein	other	1740	7.815724086761474
550	FEOBHI_07560 50S ribosomal protein L11	core	1653	3.5677629756927494
551	FEOBHI_11480 Organic hydroperoxide resistance protein-like	other	1641	5.870530223846435
552	FEOBHI_11770 YtxH domain-containing protein	other	1641	5.9845503807067875
553	FEOBHI_03130 MAP domain-containing protein	other	1602	6.907823190689087
554	FEOBHI_06790 HTH-type transcriptional regulator SarX	other	1782	9.572737751007104
555	FEOBHI_03180 galactose-6-phosphate isomerase subunit LacA	other	1626	5.644206404685974
556	FEOBHI_03595 Holliday junction resolvase RuvX	other	1710	3.1926890802383423
557	FEOBHI_06855 Transposase	other	1704	7.203707156181337
558	FEOBHI_09590 Lipoprotein	other	1695	6.702643337249754
559	FEOBHI_12995 MaoC-like domain-containing protein	other	1776	9.162931203842163
560	FEOBHI_13280 Peptide methionine sulfoxide reductase MsrB	resistance	1659	3.6116100454330446
561	FEOBHI_02315 DUF2871 domain-containing protein	other	1662	3.864670343399045
562	FEOBHI_03725 ComE operon protein 2	other	1749	5.195386352539063
563	FEOBHI_11895 Surface antigen	other	1671	6.670518159866332
564	FEOBHI_12440 Nucleotide-binding universal stress protein, UspA family	other	1791	7.875722551345816
565	FEOBHI_01595 DNA-binding transcriptional regulator, MarR family	other	1566	4.669240903854368
566	FEOBHI_02960 50S ribosomal protein L16	core	1593	3.156852140426636
567	FEOBHI_03165 DUF3885 domain-containing protein	other	1515	8.242969589233395
568	FEOBHI_03955 competence type IV pilus minor pilin ComGD	other	1746	9.383095836639377
569	FEOBHI_04240 Lipoprotein	other	1767	8.003129463195796
570	FEOBHI_06190 DUF963 domain-containing protein	other	1680	6.181184701919556
571	FEOBHI_07825 Putative acetyltransferase MW0937	other	1548	6.2326029062271076
572	FEOBHI_08185 65 kDa membrane protein	other	1707	6.830957813263017
573	FEOBHI_10470 Mannitol-specific phosphotransferase enzyme IIA component	other	1584	5.583335566520691
574	FEOBHI_00750 antiholin-like murein hydrolase modulator LrgA	core	1686	4.247259092330933
575	FEOBHI_03085 50S ribosomal protein L13	core	1698	3.1249433255195616
576	FEOBHI_04085 UPF0403 protein SAR1592	other	1740	6.047250699996947
577	FEOBHI_04400 Transcriptional regulator	other	1680	8.231681957244874
578	FEOBHI_13255 UPF0403 protein SACOL1464	other	1506	5.123753046989442
579	FEOBHI_00350 MepB	other	1701	6.318597793579102
580	FEOBHI_02855 Uncharacterized HTH-type transcriptional regulator SAS2155	other	1608	7.82978198051453
